Active_Max_is_most_common,Active_Max,Active_Std_is_most_common,Active_Std,Average_Packet_Size,Bwd_Bulk_Rate_Avg_is_most_common,Bwd_Bulk_Rate_Avg,Bwd_Bytes_Bulk_Avg_is_most_common,Bwd_Bytes_Bulk_Avg,Bwd_Header_Length,Bwd_IAT_Max_is_most_common,Bwd_IAT_Max,Bwd_IAT_Mean_is_most_common,Bwd_IAT_Mean,Bwd_IAT_Min_is_most_common,Bwd_IAT_Min,Bwd_IAT_Total_is_most_common,Bwd_IAT_Total,Bwd_Init_Win_Bytes,Bwd_Packet_Length_Max_is_most_common,Bwd_Packet_Length_Max,Bwd_Packet_Length_Mean_is_most_common,Bwd_Packet_Length_Mean,Bwd_Packet_Length_Min_is_most_common,Bwd_Packet_Length_Min,Bwd_Packets_s_is_most_common,Bwd_Packets_s,CWR_Flag_Count,Down_Up_Ratio,Dst_IP,Dst_Port_is_most_common,Dst_Port,ECE_Flag_Count,FIN_Flag_Count,FWD_Init_Win_Bytes_is_most_common,FWD_Init_Win_Bytes,Flow_Bytes_s_is_most_common,Flow_Bytes_s,Flow_Duration,Flow_IAT_Min,Flow_Packets_s,Fwd_Header_Length,Fwd_IAT_Std_is_most_common,Fwd_IAT_Std,Fwd_PSH_Flags,Fwd_Packet_Length_Std_is_most_common,Fwd_Packet_Length_Std,Fwd_Seg_Size_Min_is_most_common,Fwd_Seg_Size_Min,Fwd_URG_Flags,Idle_Max_is_most_common,Idle_Max,Idle_Std_is_most_common,Idle_Std,Label,Packet_Length_Min_is_most_common,Packet_Length_Min,Packet_Length_Variance_is_most_common,Packet_Length_Variance,Protocol,RST_Flag_Count,SYN_Flag_Count,Src_IP,Src_Port,Subflow_Bwd_Bytes_is_most_common,Subflow_Bwd_Bytes,Subflow_Fwd_Bytes_is_most_common,Subflow_Fwd_Bytes,Total_Bwd_packets,Total_Fwd_Packet,Total_Length_of_Bwd_Packet_is_most_common,Total_Length_of_Bwd_Packet,Total_Length_of_Fwd_Packet,Traffic_Subtype,Traffic_Type,URG_Flag_Count
1,-5.199337582605575,1,-5.199337582605575,-0.07282931620005585,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.405645014388888,0,2.4458811004569636,0,2.7764606712018804,0,2.4907329857825258,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.3419741631768036,-2.3558019918851625,-2.0784198827601714,2.3308167494254945,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7414173207659607,1,-5.199337582605575,2,-1,0,0,1.1001676210472942,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4546872652640044,-0.9666628695038054,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.020626572048323282,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4569039746458317,0,2.457067657794601,0,2.877846118927186,0,1.690212856346424,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.201503707198702,-1.6604367801965507,-1.418087152656777,1.685734704278222,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7442476764580309,1,-5.199337582605575,2,-1,0,0,0.9755422716758447,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.481002739128411,-0.9643327202051276,2,2,0
1,-5.199337582605575,1,-5.199337582605575,0.1454158077025997,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.512001753598654,0,2.478386500111582,0,3.091683244682935,0,2.6099931468746096,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.4812595565787734,-2.4903208317989156,-2.1338958657277285,2.4303081297789633,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,1.0797317367039596,1,-5.199337582605575,2,-1,0,0,0.3387529851550397,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.514716294122765,-0.4104527490724271,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.020626572048323282,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4569039746458317,0,2.457067657794601,0,2.877846118927186,0,1.4623989614133315,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.1478902389747039,-1.4269373224696733,-1.1726112496592807,1.466158590784827,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7442476764580309,1,-5.199337582605575,2,-1,0,0,0.997736136687572,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.481002739128411,-0.9643327202051276,2,2,0
1,-5.199337582605575,1,-5.199337582605575,0.1449386506604473,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.5021064733430634,0,2.4702598930416193,0,3.0903742335463162,0,2.1650749068070865,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.3505613887744112,-2.1502494210265524,-1.8663759988225062,2.1280538532775792,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,1.0797003804173737,1,-5.199337582605575,2,-1,0,0,0.34063075044615065,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.5117912497307806,-0.41127698167567966,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.04241713841374759,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.432444295734557,0,2.4532748950533465,0,2.840722547643292,0,2.014155777418706,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.261241531375604,-1.990068922638933,-1.7471705793236247,1.9745836695167496,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.74330356307027,1,-5.199337582605575,2,-1,0,0,0.5205369415832609,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.469318516767438,-0.9655593997868499,2,2,0
0,1.410773549933354,1,-5.199337582605575,-0.12206161835944809,1,-5.199337582605575,1,-5.199337582605575,1,0,3.1445390921085643,0,3.149129982385095,0,3.280925666595942,0,3.0993279170722,0,0,2.492650845162063,0,2.456395645849009,0,2.8235355269167672,0,0.05888874830323305,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,-0.5286410201557182,0.7556911293078113,-2.308927948824404,-0.17964315514346282,-0.3097425315385302,0,1.663639576421273,0,0,1.0310490704268975,0,-5.199337582605575,0,0,0.8881470222540426,1,-5.199337582605575,1,0,0.7428317547666583,0,-0.4634506325325779,2,-1,0,0,0.806913777715238,0,2.5752823678412007,0,0.10557959394652937,1,1,0,2.5789826477612934,0.0222076913655135,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.04241713841374759,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.432444295734557,0,2.4532748950533465,0,2.840722547643292,0,2.931683457392466,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.568022192361466,-2.708745958315774,-2.274823045439377,2.6122295638984725,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.74330356307027,1,-5.199337582605575,2,-1,0,0,1.56148511984054,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.469318516767438,-0.9655593997868499,2,2,0
1,-5.199337582605575,1,-5.199337582605575,0.1452567516818742,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.511896487751364,0,2.4756594309584123,0,3.0912463188582837,0,3.117683765575632,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,2.1494083098607115,-2.924292517901745,-2.331520873374182,2.8169902102807733,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,1.0797212844904756,1,-5.199337582605575,2,-1,0,0,0.32704878479015254,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.5137388879895353,-0.4107274622642579,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.019271368109569562,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4834129645464738,0,2.4649314291234603,0,3.023448802957096,0,3.1010379780217985,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.933653395050957,-2.8583164430813053,-2.317079342089026,2.762652668418546,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7469231066069288,1,-5.199337582605575,2,-1,0,0,1.6542752635518547,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.499190381635349,-0.9621544269239686,2,2,0
0,1.2833088795145882,1,-5.199337582605575,-0.07912030015842841,1,-5.199337582605575,1,-5.199337582605575,1,0,3.019634581710975,0,3.2049201270775995,0,5.19933758270342,0,2.880521137161468,0,0,2.474382274463412,0,2.456082492533184,0,2.8235355269167672,0,0.057928867399194,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,-0.5327428955750841,0.41525056590525655,-2.255125451805081,-0.18568361699627559,-2.4320166996367525,1,-5.199337582605575,0,0,1.030797119599136,0,-5.199337582605575,0,0,0.5457976884130887,1,-5.199337582605575,1,0,0.7428317547666583,0,-0.4638324843651888,2,-1,0,0,0.9786744622330187,0,2.613277994638314,0,0.2525698892901282,1,-1,0,2.5526900470490292,-0.3030367411175324,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.07282931620005585,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.405645014388888,0,2.4458811004569636,0,2.7764606712018804,0,3.0332531578987343,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.6429236338860094,-2.7907940483952913,-2.2987864385279693,2.693449729494888,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7414173207659607,1,-5.199337582605575,2,-1,0,0,0.9759963545321576,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4546872652640044,-0.9666628695038054,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.019271368109569562,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4834129645464738,0,2.4649314291234603,0,3.023448802957096,0,2.6130318127246235,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.443896285304604,-2.494452800244252,-2.1354412999133228,2.4343489126607056,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7469231066069288,1,-5.199337582605575,2,-1,0,0,0.8995471201158963,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.499190381635349,-0.9621544269239686,2,2,0
0,1.2819072732557197,1,-5.199337582605575,-0.830588371375557,1,-5.199337582605575,1,-5.199337582605575,1,0,3.1529835418371945,0,3.277461577976679,0,5.19933758270342,0,3.0947170616999236,0,0,2.4071494616220486,0,2.444966215539484,0,2.748187672592662,0,0.043517715837938266,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,-0.611806572251592,0.6797669133027164,-2.276453276408306,-0.33371099769754653,-2.4320166996367525,1,-5.199337582605575,0,0,1.0293754021782244,0,-5.199337582605575,0,0,0.9053405350879148,1,-5.199337582605575,1,0,0.7282403553007382,0,-0.4653872624648315,2,-1,0,0,0.5338642631612751,0,2.592926750740355,0,0.1746414694844966,1,-1,0,2.5399691773812205,-0.37965139537577414,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.021078314990080914,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4444913455536734,0,2.45514447500961,0,2.8587920379645593,0,0.8040439065849162,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,0.8722201575990699,-0.7850973701033447,-0.43380333039630786,0.8128847337148726,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7437755368935988,1,-5.199337582605575,2,-1,0,0,1.6323494192398351,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4751183908385483,-0.9650598354691335,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.021078314990080914,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4444913455536734,0,2.45514447500961,0,2.8587920379645593,0,2.26938745922947,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.3306754435249017,-2.199449997190307,-1.935067110956743,2.202306056814101,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7437755368935988,1,-5.199337582605575,2,-1,0,0,1.1853064387261365,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4751183908385483,-0.9650598354691335,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.019723098700326708,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.474382274463412,0,2.4622932233769874,0,2.967661760420154,0,3.115255075810558,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,2.03534087731714,-2.913691205168837,-2.328464219067674,2.8087129378327713,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7458376388791386,1,-5.199337582605575,2,-1,0,0,0.43421308862049407,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4930358209580215,-0.9628800170274165,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.07282931620005585,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.405645014388888,0,2.4458811004569636,0,2.7764606712018804,0,3.1104374479540375,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.8302669233588897,-2.892171709856694,-2.324053906915701,2.7926655853175175,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7414173207659607,1,-5.199337582605575,2,-1,0,0,0.7339033023561633,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4546872652640044,-0.9666628695038054,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.07282931620005585,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.405645014388888,0,2.4458811004569636,0,2.7764606712018804,0,1.1454734988928492,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.0114172227954958,-1.1277126613026165,-0.8393300729640732,1.1701963508935356,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7414173207659607,1,-5.199337582605575,2,-1,0,0,0.7911134865377276,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4546872652640044,-0.9666628695038054,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.07282931620005585,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.405645014388888,0,2.4458811004569636,0,2.7764606712018804,0,3.0968804416718902,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.7487029200195234,-2.8445017643961825,-2.3135559106028216,2.749872374674994,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7414173207659607,1,-5.199337582605575,2,-1,0,0,1.0242801416603913,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4546872652640044,-0.9666628695038054,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.06754712649659515,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.4071494616220486,0,2.44771703578158,0,2.791473980571504,0,3.078535680905928,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.6961125195842601,-2.8144144902150887,-2.3054955284127576,2.716479022789913,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7418886338349416,1,-5.199337582605575,2,-1,0,0,0.3819568472065204,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.455909925956094,-0.9663868917587793,2,2,0
1,-5.199337582605575,1,-5.199337582605575,-0.07282931620005585,1,-5.199337582605575,1,-5.199337582605575,1,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,1,-5.199337582605575,0,0,2.405645014388888,0,2.4458811004569636,0,2.7764606712018804,0,1.7585672432638224,0,-1,0,0,1.0552931099825855,0,0,0,-5.199337582605575,0,1.1815868461549095,-1.7364601407829205,-1.5050645404114251,1.7657237497294969,-5.199337582605575,1,-5.199337582605575,0,1,-5.199337582605575,0,-5.199337582605575,0,1,-5.199337582605575,1,-5.199337582605575,1,0,0.7414173207659607,1,-5.199337582605575,2,-1,0,0,0.41689438332205603,1,-5.199337582605575,1,-5.199337582605575,0,0,0,2.4546872652640044,-0.9666628695038054,2,2,0
